"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"335","Alec Martinez","L.A","D","78","176.63333333333","0","1","0","1","1","25.00","2","0.00","0.04","3","3","1","0","1","0","4","2","2","0","0","3","9","3","22","5","34","0","0","-"
"727","Aleksander Barkov","FLA","C","66","118.7","1","1","1","0","2","66.67","7","14.29","1.13","11","10","9","6","1","0","2","1","1","0","0","0","4","4","2","3","9","55","53","50.93"
"65","Ales Hemsky","DAL","R","75","0.58333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"246","Alex Biega","VAN","D","51","54.416666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","4","2","2","0","0","3","0","0","7","2","4","0","0","-"
"417","Alex Chiasson","OTT","R","77","116.31666666667","1","0","0","0","1","50.00","2","50.00","0.47","4","4","3","2","0","0","0","0","0","0","0","1","2","3","4","2","2","0","0","-"
"648","Alex Galchenyuk","MTL","C","82","2.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"175","Alex Goligoski","DAL","D","82","191.56666666667","0","1","0","1","1","50.00","4","0.00","0.22","6","5","1","1","0","0","2","1","1","0","0","1","7","6","10","1","27","0","0","-"
"298","Alex Grant","ARI","D","5","2.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"598","Alex Khokhlachev","BOS","C","5","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"293","Alex Killorn","T.B","L","81","38.033333333333","0","1","1","0","1","100.00","0","-","0.21","1","1","1","0","0","0","2","1","1","0","0","3","1","1","1","1","1","2","1","66.67"
"159","Alex Ovechkin","WSH","L","79","0.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","-"
"501","Alex Petrovic","FLA","D","66","117.95","0","1","1","0","1","50.00","0","-","0","0","0","0","0","0","0","9","3","2","1","0","6","3","1","9","1","11","0","0","-"
"349","Alex Pietrangelo","STL","D","73","231.93333333333","0","1","0","1","1","50.00","6","0.00","0.38","9","8","2","2","0","0","4","2","2","0","0","4","2","6","7","7","26","0","0","-"
"22","Alex Tanguay","ARI, COL","L","70","37.516666666667","0","1","0","1","1","100.00","0","-","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","2","1","0","100.00"
"520","Alexander Burmistrov","WPG","C","81","162.71666666667","0","1","1","0","1","100.00","8","0.00","0.71","9","8","5","3","0","1","2","1","1","0","0","2","5","5","5","1","11","26","29","47.27"
"180","Alexander Edler","VAN","D","52","134.35","0","0","0","0","0","-","1","0.00","0.05","2","1","1","0","0","0","2","1","1","0","0","1","3","1","10","2","22","0","0","-"
"105","Alexander Steen","STL","L","67","119.18333333333","1","0","0","0","1","100.00","10","10.00","0.64","11","10","6","2","2","0","2","1","1","0","0","6","2","2","2","4","6","35","61","36.46"
"737","Alexander Wennberg","CBJ","C","69","47.616666666667","0","0","0","0","0","-","2","0.00","0.05","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","2","7","15","17","46.88"
"111","Alexandre Burrows","VAN","L","79","136.65","0","0","0","0","0","0.00","7","0.00","0.64","11","10","6","3","0","1","4","2","2","0","0","2","0","2","2","4","7","5","9","35.71"
"179","Alexei Emelin","MTL","D","72","154.35","0","0","0","0","0","0.00","2","0.00","0.03","2","2","0","0","0","0","19","4","2","1","1","1","10","3","15","8","16","0","0","-"
"561","Alexey Marchenko","DET","D","66","138.7","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","7","1","9","2","32","0","0","-"
"470","Anders Lee","NYI","L","80","2.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","-"
"112","Andre Benoit","STL","D","2","0.083333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"715","Andre Burakovsky","WSH","L","79","0.016666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"689","Andreas Athanasiou","DET","C","37","18.783333333333","1","0","0","0","1","100.00","1","100.00","0.16","3","1","2","1","0","0","0","0","0","0","0","1","2","1","1","0","1","0","1","0.00"
"786","Andreas Martinsen","COL","L","55","1.2833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"32","Andrei Markov","MTL","D","82","190.6","0","0","0","0","0","0.00","6","0.00","0.14","7","6","1","0","2","0","0","0","0","0","0","2","9","6","9","1","14","0","0","-"
"462","Andrej Nestrasil","CAR","C","55","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"178","Andrej Sekera","EDM","D","81","130.55","0","1","0","1","1","50.00","1","0.00","0.08","1","1","1","1","0","0","0","0","0","0","0","0","12","5","1","2","18","0","0","-"
"699","Andrej Sustr","T.B","D","77","142.08333333333","0","0","0","0","0","-","0","-","0.03","1","1","0","0","0","0","2","1","1","0","0","0","3","2","4","4","9","0","0","-"
"271","Andrew Bodnarchuk","CBJ, COL","D","37","9.4166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"378","Andrew Campbell","TOR","D","6","2.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"212","Andrew Cogliano","ANA","L","82","155.6","2","1","1","0","3","75.00","12","16.67","2.09","23","20","11","4","4","0","0","0","0","0","0","1","1","5","3","4","6","0","1","0.00"
"713","Andrew Copp","WPG","C","77","62.083333333333","0","0","0","0","0","-","3","0.00","0.41","6","6","4","2","0","0","2","1","1","0","0","0","4","2","3","3","6","19","34","35.85"
"239","Andrew Desjardins","CHI","L","77","138.45","0","0","0","0","0","0.00","6","0.00","0.43","12","10","3","0","1","0","2","1","1","0","0","2","3","6","4","5","19","7","12","36.84"
"16","Andrew Ference","EDM","D","6","7.0166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"161","Andrew Ladd","CHI, WPG","L","78","145.16666666667","1","0","0","0","1","33.33","8","12.50","0.49","15","11","11","0","1","0","4","2","2","0","0","4","2","5","5","3","9","1","2","33.33"
"280","Andrew MacDonald","PHI","D","28","51.166666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","4","2","2","0","0","0","1","0","2","0","5","0","0","-"
"576","Andrew Shaw","CHI","C","78","1.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","4","0","1","0","0","0","1","0","100.00"
"579","Andrey Pedan","VAN","D","13","6.0666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","-"
"586","Andy Andreoff","L.A","L","60","2.3166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","4","0","0","0","0","0","1","1","50.00"
"243","Andy Greene","N.J","D","82","286.18333333333","0","0","0","0","0","0.00","2","0.00","0.17","6","4","2","0","1","0","4","2","2","0","0","0","11","4","14","6","39","0","0","-"
"543","Anthony Bitetto","NSH","D","28","1.4166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","-"
"707","Anthony Duclair","ARI","L","81","0.56666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","4","2","2","0","0","3","0","0","0","0","0","0","0","-"
"403","Antoine Roussel","DAL","L","80","106.03333333333","0","1","1","0","1","50.00","5","0.00","0.3","7","6","5","0","1","0","6","3","3","0","0","14","2","5","8","3","13","2","2","50.00"
"53","Antoine Vermette","ARI","C","76","80.066666666667","1","0","0","0","1","100.00","7","14.29","0.41","10","8","4","2","0","0","12","2","1","0","1","1","1","3","0","0","5","50","42","54.35"
"419","Anton Lander","EDM","C","61","118.38333333333","0","0","0","0","0","-","5","0.00","0.45","7","7","4","1","0","0","6","3","3","0","0","0","2","6","2","1","7","63","62","50.40"
"236","Anton Stralman","T.B","D","73","152.55","0","0","0","0","0","0.00","3","0.00","0.1","4","4","0","0","1","0","2","1","1","0","0","1","5","2","11","4","10","0","0","-"
"207","Anze Kopitar","L.A","C","81","174.51666666667","1","2","2","0","3","100.00","8","12.50","0.72","11","10","8","0","1","2","2","1","1","0","0","1","6","4","1","3","7","129","130","49.81"
"277","Artem Anisimov","CHI","C","77","103.66666666667","3","1","1","0","4","100.00","10","30.00","1.16","12","11","10","7","2","0","0","0","0","0","0","2","1","5","5","3","12","40","86","31.75"
"785","Artemi Panarin","CHI","L","80","1.0833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","-"
"510","Austin Watson","NSH","L","57","44.683333333333","0","0","0","0","0","-","1","0.00","0.06","1","1","1","0","0","0","2","1","1","0","0","1","1","2","0","0","4","0","1","0.00"
"638","Barclay Goodrow","S.J","R","14","13.116666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0.00"
"36","Barret Jackman","NSH","D","73","63.083333333333","0","0","0","0","0","-","0","-","0.07","1","1","1","0","0","0","2","1","1","0","0","5","3","0","5","0","9","0","0","-"
"505","Beau Bennett","PIT","R","33","2.8166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"467","Ben Chiarot","WPG","D","70","54.083333333333","0","0","0","0","0","0.00","0","-","0.21","1","1","0","0","0","0","12","2","1","0","1","3","2","1","4","1","18","0","0","-"
"714","Ben Harpur","OTT","D","5","1.4666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"697","Ben Hutton","VAN","D","75","68.2","0","0","0","0","0","0.00","1","0.00","0.06","3","3","0","0","0","0","0","0","0","0","0","0","4","5","2","2","9","0","0","-"
"290","Ben Lovejoy","PIT","D","66","163.33333333333","0","1","0","1","1","20.00","3","0.00","0.04","3","3","1","0","0","0","0","0","0","0","0","0","3","2","12","6","25","0","0","-"
"395","Ben Smith","S.J, TOR","R","22","36.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","4","32","24","57.14"
"205","Benoit Pouliot","EDM","L","55","23.633333333333","1","0","0","0","1","100.00","5","20.00","0.59","5","5","5","3","1","1","0","0","0","0","0","2","2","3","0","0","1","0","1","0.00"
"171","Blake Comeau","COL","L","81","160.68333333333","2","0","0","0","2","100.00","7","28.57","1.18","11","10","5","1","2","0","0","0","0","0","0","3","2","4","12","1","5","64","78","45.07"
"574","Blake Pietila","N.J","L","7","7.4","0","0","0","0","0","-","0","-","0.06","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"162","Blake Wheeler","WPG","R","82","107.1","2","2","2","0","4","80.00","11","18.18","1.05","14","12","9","6","2","0","4","2","2","0","0","1","3","4","4","3","5","1","2","33.33"
"734","Bo Horvat","VAN","C","82","185.88333333333","0","0","0","0","0","0.00","11","0.00","1.08","14","12","9","6","1","0","2","1","1","0","0","1","3","5","5","2","14","107","163","39.63"
"639","Bobby Farnham","N.J, PIT","R","53","3.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","1","0","0","1","3","0","0","0","0","0","0","0","-"
"203","Bobby Ryan","OTT","R","81","2.3666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","-"
"597","Boone Jenner","CBJ","C","82","17.916666666667","1","0","0","0","1","100.00","1","100.00","0.22","3","3","3","1","0","0","12","2","1","0","1","4","0","3","0","1","1","4","4","50.00"
"96","Boyd Gordon","ARI","C","65","183.55","1","0","0","0","1","50.00","3","33.33","0.14","3","3","1","1","0","0","0","0","0","0","0","2","2","3","2","3","16","145","122","54.31"
"242","Bracken Kearns","NYI","C","2","2.75","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","100.00"
"47","Brad Boyes","TOR","R","60","1.5833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"641","Brad Hunt","EDM","D","7","0.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"317","Brad Malone","CAR","C","57","65.1","0","0","0","0","0","-","1","0.00","0.06","2","1","2","1","0","1","14","4","2","2","0","7","0","2","7","1","7","8","8","50.00"
"247","Brad Marchand","BOS","L","77","155.61666666667","3","2","2","0","5","100.00","21","14.29","2.22","29","25","20","9","5","0","8","4","4","0","0","14","5","8","8","7","12","2","2","50.00"
"26","Brad Richards","DET","C","68","0.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"144","Brad Richardson","ARI","C, R","82","138.08333333333","0","0","0","0","0","-","4","0.00","0.35","10","6","6","1","0","0","2","1","1","0","0","2","0","2","1","4","7","41","36","53.25"
"21","Brad Stuart","COL","D","6","5.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"656","Brady Skjei","NYR","D","7","17.383333333333","0","0","0","0","0","-","1","0.00","0.06","1","1","0","0","0","0","0","0","0","0","0","0","0","2","1","1","3","0","0","-"
"480","Brandon Bollig","CGY","L","54","1.9333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","15","2","0","1","1","7","0","0","0","0","0","0","0","-"
"544","Brandon Davidson","EDM","D","51","134.58333333333","0","1","0","1","1","50.00","1","0.00","0.01","1","1","0","0","0","0","2","1","1","0","0","1","7","4","4","5","25","0","0","-"
"174","Brandon Dubinsky","CBJ","C","75","146.33333333333","0","0","0","0","0","-","5","0.00","0.4","12","9","3","1","0","0","12","2","1","0","1","4","1","7","5","0","2","99","85","53.80"
"503","Brandon Gormley","COL","D","26","3.4333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"475","Brandon Manning","PHI","D","56","64.316666666667","0","0","0","0","0","0.00","1","0.00","0.02","1","1","0","0","0","0","4","2","2","0","0","4","1","0","9","0","9","0","0","-"
"446","Brandon Pirri","ANA, FLA","R","61","1.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0.00"
"177","Brandon Prust","VAN","L","35","22.433333333333","0","0","0","0","0","-","2","0.00","0.26","3","3","3","2","0","0","0","0","0","0","0","3","0","1","0","0","1","0","0","-"
"601","Brandon Saad","CBJ","L","78","48.216666666667","0","1","0","1","1","100.00","8","0.00","0.82","13","10","10","3","1","1","0","0","0","0","0","1","0","3","0","0","1","1","1","50.00"
"319","Brandon Sutter","VAN","C","20","42.616666666667","1","0","0","0","1","100.00","3","33.33","0.52","6","6","5","2","1","0","0","0","0","0","0","1","0","1","1","2","1","24","23","51.06"
"795","Brandon Tanev","WPG","L","3","3.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"439","Brayden McNabb","L.A","D","81","139.81666666667","0","1","1","0","1","inf","0","-","0","0","0","0","0","0","0","18","5","4","0","1","5","9","2","21","1","22","0","0","-"
"424","Brayden Schenn","PHI","C","80","0.98333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"118","Braydon Coburn","T.B","D","80","186.06666666667","0","1","1","0","1","25.00","2","0.00","0.06","2","2","0","0","0","0","15","2","0","1","1","1","6","3","11","2","26","0","0","-"
"540","Brendan Gallagher","MTL","R","53","3.0666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","1","0","0","0","0","0","0","-"
"655","Brendan Gaunce","VAN","C","20","21.616666666667","0","0","0","0","0","-","4","0.00","0.62","4","4","4","2","2","0","0","0","0","0","0","0","1","5","2","1","0","9","4","69.23"
"318","Brendan Smith","DET","D","63","72.016666666667","0","0","0","0","0","0.00","1","0.00","0.13","2","2","1","1","1","0","6","3","3","0","0","3","3","0","9","0","8","0","0","-"
"476","Brenden Dillon","S.J","D","76","77.083333333333","0","0","0","0","0","0.00","0","-","0.11","2","1","1","0","0","0","2","1","1","0","0","2","2","2","11","1","8","0","0","-"
"127","Brent Burns","S.J","D","82","177.43333333333","1","1","0","1","2","66.67","6","16.67","0.15","8","8","1","0","0","0","4","2","2","0","0","2","6","10","16","2","22","0","0","-"
"390","Brent Regner","FLA","D","7","2.2666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"122","Brent Seabrook","CHI","D","81","143.83333333333","0","0","0","0","0","0.00","2","0.00","0.01","4","2","1","0","0","0","0","0","0","0","0","0","7","3","4","4","13","0","0","-"
"523","Brett Connolly","BOS","R","71","1.0666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"690","Brett Kulak","CGY","D","8","0.83333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"725","Brett Pesce","CAR","D","69","77.466666666667","0","0","0","0","0","0.00","0","-","0","1","0","0","0","1","0","0","0","0","0","0","1","0","2","1","3","15","0","0","-"
"131","Brian Boyle","T.B","C","76","133.75","2","0","0","0","2","100.00","4","50.00","0.35","4","4","2","0","1","0","18","5","4","0","1","3","1","3","5","2","16","54","73","42.52"
"15","Brian Campbell","FLA","D","82","133.08333333333","1","0","0","0","1","50.00","1","100.00","0.09","3","2","1","0","0","0","0","0","0","0","0","1","8","3","4","5","6","0","0","-"
"448","Brian Dumoulin","PIT","D","79","102.28333333333","0","0","0","0","0","0.00","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","1","2","3","3","2","9","0","0","-"
"645","Brian Flynn","MTL","C","56","89.566666666667","1","1","1","0","2","100.00","2","50.00","0.24","3","3","3","1","0","0","0","0","0","0","0","1","1","4","0","4","8","50","33","60.24"
"28","Brian Gionta","BUF","R","79","114.25","0","0","0","0","0","0.00","11","0.00","0.98","14","14","4","2","3","0","2","1","1","0","0","1","0","3","0","1","5","8","10","44.44"
"640","Brian O'Neill","N.J","R","22","10.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0.00"
"275","Brian Strait","NYI","D","52","81.133333333333","0","1","1","0","1","33.33","0","-","0","0","0","0","0","0","0","7","2","1","1","0","2","8","1","6","1","8","0","0","-"
"685","Brock McGinn","CAR","L","21","7.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","-"
"500","Brock Nelson","NYI","C","81","38.483333333333","0","0","0","0","0","-","3","0.00","0.15","3","3","1","1","0","0","0","0","0","0","0","2","0","4","0","3","0","9","8","52.94"
"81","Brooks Laich","TOR, WSH","C","81","160.08333333333","0","1","0","1","1","100.00","6","0.00","0.22","8","8","4","0","0","0","6","3","3","0","0","2","4","4","0","2","17","18","43","29.51"
"46","Brooks Orpik","WSH","D","41","91.9","0","0","0","0","0","0.00","2","0.00","0.01","2","2","0","0","1","0","2","1","1","0","0","0","2","0","10","2","11","0","0","-"
"345","Bryan Lerg","S.J","C","6","3.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","33.33"
"245","Bryan Little","WPG","C","57","116.11666666667","2","0","0","0","2","100.00","7","28.57","1.86","12","12","7","4","2","0","0","0","0","0","0","1","2","3","1","2","8","84","103","44.92"
"533","Bryan Rust","PIT","R","41","10.783333333333","0","0","0","0","0","-","1","0.00","0.16","4","3","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"466","Byron Froese","TOR","C","56","145.41666666667","0","0","0","0","0","-","12","0.00","0.77","17","14","9","4","2","1","2","1","1","0","0","0","2","4","4","2","11","81","85","48.80"
"262","Cal Clutterbuck","NYI","R","77","151.6","2","1","1","0","3","75.00","11","18.18","0.85","15","12","10","4","2","1","0","0","0","0","0","3","3","9","16","4","9","1","0","100.00"
"231","Cal O'Reilly","BUF","C","20","1.0833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"484","Calle Jarnkrok","NSH","C","81","158.46666666667","1","0","0","0","1","50.00","7","14.29","0.72","7","7","6","3","0","0","0","0","0","0","0","0","3","6","0","5","9","57","113","33.53"
"430","Calvin de Haan","NYI","D","72","161.61666666667","0","0","0","0","0","0.00","5","0.00","0.3","11","8","2","1","0","0","2","1","1","0","0","2","3","5","17","4","43","0","0","-"
"392","Cam Atkinson","CBJ","R","81","150.56666666667","2","0","0","0","2","100.00","11","18.18","2.03","16","14","13","8","2","1","6","3","3","0","0","2","1","10","2","2","11","1","0","100.00"
"508","Cam Fowler","ANA","D","69","149.88333333333","0","0","0","0","0","0.00","1","0.00","0.1","2","2","1","0","1","0","0","0","0","0","0","1","3","3","6","3","16","0","0","-"
"326","Carl Gunnarsson","STL","D","72","144.66666666667","0","0","0","0","0","0.00","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","3","3","5","3","23","0","0","-"
"337","Carl Hagelin","ANA, PIT","L","80","130.8","0","2","2","0","2","100.00","13","0.00","1.25","17","15","11","7","6","0","4","2","2","0","0","2","1","8","3","3","5","3","0","100.00"
"172","Carl Soderberg","COL","C","82","161.78333333333","1","1","1","0","2","100.00","9","11.11","0.96","15","11","7","3","2","0","4","2","2","0","0","2","4","5","2","3","10","26","50","34.21"
"67","Carlo Colaiacovo","BUF","D","36","2.3166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"456","Casey Cizikas","NYI","C","80","174.83333333333","1","2","2","0","3","75.00","14","7.14","1.41","16","14","14","9","5","0","4","2","2","0","0","3","2","12","7","3","24","83","112","42.56"
"794","Casey Nelson","BUF","D","7","0.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"691","Cedric Paquette","T.B","C","56","84.7","0","0","0","0","0","-","1","0.00","0.07","1","1","1","0","0","0","0","0","0","0","0","7","3","4","3","4","7","21","35","37.50"
"677","Chandler Stephenson","WSH","C","9","0.13333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"496","Charlie Coyle","MIN","C","82","45.233333333333","0","1","0","1","1","100.00","4","0.00","0.4","4","4","4","3","0","0","0","0","0","0","0","1","0","0","0","1","6","13","15","46.43"
"720","Chris Bigras","COL","D","31","17.116666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"226","Chris Butler","STL","D","5","1.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"106","Chris Higgins","VAN","L","33","49.8","1","0","0","0","1","100.00","2","50.00","0.18","3","3","2","0","0","0","0","0","0","0","0","2","1","2","0","0","4","1","2","33.33"
"37","Chris Kelly","BOS","C","11","26.266666666667","1","0","0","0","1","100.00","1","100.00","0.17","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","3","2","7","11","38.89"
"436","Chris Kreider","NYR","L","79","0.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","17","3","1","1","1","2","0","0","0","0","0","0","0","-"
"113","Chris Kunitz","PIT","L","80","27.633333333333","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","2","1","1","0","0","3","0","0","6","1","0","0","0","-"
"31","Chris Neil","OTT","R","80","0.71666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","17","3","1","1","1","8","0","0","1","0","0","0","0","-"
"154","Chris Porter","MIN","L","61","73","0","0","0","0","0","-","2","0.00","0.06","2","2","1","0","0","0","0","0","0","0","0","0","1","5","11","4","1","0","0","-"
"260","Chris Stewart","ANA","R","56","0.16666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","3","0","0","0","0","0","0","0","-"
"282","Chris Summers","NYR","D","3","3.3333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
