"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"487","Johnny Gaudreau","CGY","L","72","230.25","4","12","7","5","16","55.17","47","8.51","5.73","88","67","41","13","0","6","2","1","1","0","0","2","21","4","0","7","0","0","0","-"
"56","Johnny Oduya","CHI, DAL","D","52","6.2333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"415","Jon Merrill","N.J","D","51","15.383333333333","0","0","0","0","0","0.00","1","0.00","0.04","1","1","0","0","0","0","2","1","1","0","0","0","0","0","1","2","0","0","0","-"
"537","Jonas Brodin","MIN","D","68","104.23333333333","2","5","1","4","7","46.67","17","11.76","1.04","37","22","8","0","0","1","0","0","0","0","0","0","4","1","0","1","1","0","0","-"
"681","Jonathan Drouin","T.B","L","73","225.2","9","17","8","9","26","70.27","41","21.95","3.47","71","54","32","3","0","2","2","1","1","0","0","2","19","4","3","7","1","32","43","42.67"
"74","Jonathan Ericsson","DET","D","51","5.8166666666667","0","0","0","0","0","-","1","0.00","0.03","1","1","0","0","0","0","17","3","1","1","1","1","0","0","0","0","0","0","0","-"
"530","Jonathan Huberdeau","FLA","C, L","31","78.75","3","4","4","0","7","63.64","18","16.67","2.22","35","26","19","6","0","2","2","1","1","0","0","0","6","0","0","7","0","0","0","-"
"556","Jonathan Marchessault","FLA","C","75","203.61666666667","8","10","4","6","18","78.26","53","15.09","6.01","82","71","43","8","0","9","8","4","4","0","0","2","6","1","5","9","0","32","50","39.02"
"222","Jonathan Toews","CHI","C","72","192.7","6","11","4","7","17","73.91","41","14.63","6.97","56","45","37","26","0","9","6","3","3","0","0","0","3","0","3","10","1","120","82","59.41"
"640","Jonny Brodzinski","L.A","C","6","1.8666666666667","0","0","0","0","0","-","1","0.00","0.17","2","2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"449","Joonas Donskoi","S.J","R","61","85.116666666667","1","3","0","3","4","80.00","16","6.25","2.31","25","21","17","10","0","2","4","2","2","0","0","3","6","0","1","12","0","2","0","100.00"
"289","Jordan Eberle","EDM","C, R","82","184.28333333333","4","10","4","6","14","60.87","37","10.81","5.6","71","51","43","15","1","6","0","0","0","0","0","0","8","1","1","7","3","0","1","0.00"
"604","Jordan Martinook","ARI","L","77","29.15","1","1","0","1","2","33.33","1","100.00","0.52","4","3","3","2","0","1","0","0","0","0","0","0","1","0","0","0","0","15","16","48.39"
"389","Jordan Nolan","L.A","C","46","8.2","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","5","1","0","1","0","0","0","0","0","1","0","0","0","-"
"701","Jordan Oesterle","EDM","D","2","0.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"580","Jordan Schmaltz","STL","D","9","10.8","0","1","1","0","1","50.00","1","0.00","0.05","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"329","Jordan Schroeder","MIN","C","37","0.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"205","Jordan Staal","CAR","C","75","168.96666666667","4","4","3","1","8","38.10","19","21.05","3.77","38","32","32","22","0","3","20","7","5","2","0","1","2","1","6","7","1","78","33","70.27"
"410","Jordan Weal","PHI","C","23","36.116666666667","1","0","0","0","1","100.00","9","11.11","1.15","10","10","6","3","0","2","0","0","0","0","0","0","0","0","1","1","0","3","4","42.86"
"324","Jordie Benn","DAL, MTL","D","71","69.55","0","2","0","2","2","100.00","11","0.00","1.19","28","21","5","2","0","2","0","0","0","0","0","0","3","0","0","3","1","0","0","-"
"52","Jordin Tootoo","CHI","R","50","1.0666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"301","Jori Lehtera","STL","C","64","87.033333333333","0","3","0","3","3","27.27","2","0.00","0.2","6","2","0","0","0","1","0","0","0","0","0","1","2","0","0","6","0","41","39","51.25"
"625","Joseph Blandisi","N.J","L","27","45.15","1","4","3","1","5","62.50","4","25.00","0.77","7","7","5","4","0","0","4","2","2","0","0","0","2","1","1","5","0","4","3","57.14"
"495","Joseph Cramarossa","ANA, VAN","C","59","4.2","0","0","0","0","0","-","1","0.00","0.07","1","1","1","0","0","1","30","5","0","4","1","1","0","0","0","0","0","0","0","-"
"510","Joseph LaBate","VAN","C","13","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","2","0","2","0","0","0","0","0","0","0","0","0","-"
"618","Josh Anderson","CBJ","R","78","6.5","0","0","0","0","0","-","1","0.00","0.11","1","1","1","1","0","0","13","5","4","1","0","0","0","0","0","0","0","0","2","0.00"
"483","Josh Archibald","PIT","R","10","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","1","0.00"
"282","Josh Bailey","NYI","C, R","82","227.43333333333","3","9","5","4","12","54.55","37","8.11","4.78","60","50","36","15","0","4","0","0","0","0","0","1","16","0","2","6","5","2","2","50.00"
"75","Josh Gorges","BUF","D","66","0.68333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","0","0","0","0","0","0","0","0","-"
"697","Josh Jooris","ARI, NYR","R","54","1.4833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","3","1","75.00"
"504","Josh Leivo","TOR","L","13","24.933333333333","1","2","1","1","3","100.00","6","16.67","1.27","10","10","9","2","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"481","Josh Manson","ANA","D","82","5.25","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","12","3","1","2","0","0","0","0","0","0","0","0","0","-"
"689","Josh Morrissey","WPG","D","82","49.766666666667","1","0","0","0","1","25.00","6","16.67","0.55","11","10","3","1","0","1","4","2","2","0","0","1","0","0","1","1","0","0","0","-"
"732","Joshua Ho-Sang","NYI","C, R","21","50.2","1","1","0","1","2","33.33","4","25.00","0.31","9","6","3","0","0","0","0","0","0","0","0","0","2","0","0","6","0","0","0","-"
"600","Jujhar Khaira","EDM","L","10","0.98333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"448","Julian Melchiori","WPG","D","18","0.36666666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"721","Julius Honka","DAL","D","16","22.216666666667","0","1","1","0","1","100.00","3","0.00","0.22","6","4","2","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","-"
"55","Jussi Jokinen","FLA","L","69","170.4","4","6","3","3","10","66.67","21","19.05","3.41","36","33","23","12","2","1","2","1","1","0","0","0","12","1","1","8","0","23","15","60.53"
"165","Justin Abdelkader","DET","L","64","148.28333333333","5","2","1","1","7","46.67","24","20.83","4.12","29","29","26","23","0","2","23","10","9","1","0","3","3","0","7","10","0","1","3","25.00"
"672","Justin Bailey","BUF","R","32","0.13333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"238","Justin Braun","S.J","D","81","9.3333333333333","0","0","0","0","0","0.00","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"391","Justin Dowling","DAL","C","9","0.95","0","1","0","1","1","100.00","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"231","Justin Falk","BUF","D","52","0.81666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"417","Justin Faulk","CAR","D","75","204.31666666667","4","9","5","4","13","54.17","53","7.55","5.12","126","83","27","4","0","7","4","1","1","0","0","0","5","4","5","5","3","0","0","-"
"294","Justin Schultz","PIT","D","78","217.61666666667","3","17","7","10","20","58.82","31","9.68","2.69","61","41","23","2","1","2","2","1","1","0","0","0","4","1","2","5","4","0","0","-"
"32","Justin Williams","WSH","R","80","165.55","5","5","1","4","10","50.00","25","20.00","4.89","54","46","38","21","0","4","6","3","3","0","0","0","5","3","4","1","0","44","30","59.46"
"472","Jyrki Jokipakka","CGY, OTT","D","41","3.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"230","Karl Alzner","WSH","D","82","3.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"561","Karl Stollery","N.J","D","11","28.016666666667","0","3","0","3","3","100.00","3","0.00","0.19","5","4","1","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","-"
"727","Kasperi Kapanen","TOR","R","8","0.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"169","Keith Yandle","FLA","D","82","253.31666666667","2","16","8","8","18","64.29","57","3.51","3.47","118","81","14","0","0","6","11","4","3","1","0","1","14","3","1","1","4","0","0","-"
"453","Kenny Agostino","STL","L","7","8.9333333333333","0","1","1","0","1","100.00","2","0.00","0.08","3","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"469","Kevan Miller","BOS","D","58","3.2833333333333","0","0","0","0","0","-","0","-","0","3","0","2","0","0","1","12","3","1","2","0","1","0","0","0","0","0","0","0","-"
"53","Kevin Bieksa","ANA","D","81","75.633333333333","1","2","0","2","3","60.00","15","6.67","1.28","32","24","9","2","0","2","17","4","1","3","0","0","4","0","1","1","0","0","0","-"
"377","Kevin Connauton","ARI","D","24","5.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"718","Kevin Fiala","NSH","L","54","44.75","0","0","0","0","0","0.00","5","0.00","0.38","9","8","7","1","0","2","2","1","1","0","0","0","2","0","2","4","0","0","0","-"
"456","Kevin Gravel","L.A","D","49","47.2","1","1","0","1","2","100.00","6","16.67","0.53","14","8","5","1","0","0","2","1","1","0","0","0","0","0","0","1","0","0","0","-"
"424","Kevin Hayes","NYR","C, R","76","111.01666666667","1","6","1","5","7","50.00","16","6.25","1.46","30","21","12","2","0","1","2","1","1","0","0","1","4","0","0","2","1","27","27","50.00"
"97","Kevin Klein","NYR","D","60","3.5","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","10","2","0","2","0","0","0","0","0","0","0","0","0","-"
"746","Kevin Labanc","S.J","R","55","62.8","0","2","2","0","2","50.00","5","0.00","1.09","14","8","10","7","1","0","2","1","1","0","0","0","2","3","1","5","0","0","0","-"
"792","Kevin Rooney","N.J","C","4","0.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"239","Kevin Shattenkirk","STL, WSH","D","80","256.3","8","19","9","10","27","69.23","51","15.69","3.39","93","62","25","3","0","5","11","4","3","1","0","0","6","9","2","4","0","0","0","-"
"500","Klas Dahlbeck","CAR","D","43","0.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"212","Korbinian Holzer","ANA","D","32","1.0666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","2","0","0","0","1","0","0","0","-"
"167","Kris Letang","PIT","D","41","152.41666666667","2","12","6","6","14","70.00","26","7.69","1.85","56","34","17","3","0","4","6","3","3","0","0","0","6","5","4","2","4","0","0","-"
"168","Kris Russell","EDM","D","68","20.35","0","1","0","1","1","100.00","2","0.00","0.09","7","4","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"139","Kris Versteeg","CGY","R","69","176.05","8","8","2","6","16","76.19","54","14.81","4.28","108","66","38","8","1","6","5","1","0","1","0","2","6","3","0","3","1","6","9","40.00"
"112","Kyle Brodziak","STL","C","69","1.9333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","4","3","57.14"
"334","Kyle Clifford","L.A","L","73","6.4166666666667","0","0","0","0","0","-","2","0.00","0.18","2","2","1","1","0","0","37","7","1","5","1","0","1","0","1","0","0","0","0","-"
"754","Kyle Connor","WPG","L","20","28.5","0","2","1","1","2","100.00","5","0.00","1.06","9","8","7","4","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","100.00"
"193","Kyle Okposo","BUF","R","65","207.55","7","16","6","10","23","60.53","44","15.91","6.48","75","59","47","23","2","5","0","0","0","0","0","0","10","0","0","3","0","23","13","63.89"
"331","Kyle Palmieri","N.J","C, R","80","212.01666666667","8","11","6","5","19","67.86","59","13.56","7.38","128","90","54","12","0","13","15","2","0","1","1","4","8","0","3","8","2","3","3","50.00"
"104","Kyle Quincey","CBJ, N.J","D","73","18.883333333333","0","0","0","0","0","-","3","0.00","0.19","7","3","5","1","0","1","2","1","1","0","0","0","1","0","0","0","0","0","0","-"
"505","Kyle Rau","FLA","C","24","5.0833333333333","0","0","0","0","0","-","0","-","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"249","Kyle Turris","OTT","C","78","228.6","6","11","8","3","17","58.62","34","17.65","3.9","78","54","34","6","0","7","4","2","2","0","0","2","22","2","0","9","0","115","100","53.49"
"304","Lance Bouma","CGY","C, L","61","3.5833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","9","3","2","1","0","1","0","0","0","0","0","0","1","0.00"
"267","Lars Eller","WSH","C","81","14.683333333333","0","1","1","0","1","50.00","3","0.00","0.55","3","3","3","1","0","0","2","1","1","0","0","1","3","0","0","2","0","5","3","62.50"
"666","Laurent Dauphin","ARI","C","24","0.66666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"125","Lauri Korpikoski","CBJ, DAL","L","69","19.3","0","0","0","0","0","0.00","1","0.00","0.27","2","2","2","2","0","0","4","2","2","0","0","0","0","0","0","1","0","0","0","-"
"771","Lawson Crouse","ARI","L","72","1.85","0","0","0","0","0","-","0","-","0.12","1","1","1","1","0","0","15","3","0","3","0","0","0","0","0","0","0","0","0","-"
"105","Lee Stempniak","CAR","R","82","160.05","2","4","2","2","6","37.50","15","13.33","2.95","24","21","22","13","0","3","4","2","2","0","0","0","7","2","2","8","0","0","0","-"
"195","Leo Komarov","TOR","C","82","169.46666666667","4","6","4","2","10","38.46","18","22.22","3.11","24","22","20","16","1","2","2","1","1","0","0","0","6","0","3","6","0","3","4","42.86"
"712","Leon Draisaitl","EDM","C","82","238.55","10","17","12","5","27","67.50","52","19.23","9.56","89","77","68","40","1","12","2","1","1","0","0","0","13","6","2","3","0","76","68","52.78"
"370","Linden Vey","CGY","R","4","7.45","0","0","0","0","0","-","0","-","0.21","3","2","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"245","Logan Couture","S.J","C","73","219.11666666667","11","4","3","1","15","57.69","50","22.00","6.75","104","75","62","24","1","8","2","1","1","0","0","0","15","5","2","10","5","3","5","37.50"
"499","Logan Shaw","ANA","C, R","55","2.45","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","100.00"
"96","Loui Eriksson","VAN","L","65","160.75","5","2","2","0","7","53.85","29","17.24","3.5","39","32","30","19","0","2","0","0","0","0","0","0","3","1","0","8","0","0","0","-"
"286","Luca Sbisa","VAN","D","82","4.7","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"741","Lucas Wallmark","CAR","C","8","1.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","100.00"
"480","Lukas Sedlak","CBJ","C","62","2.2166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","9","3","2","1","0","0","0","0","0","0","0","3","0","100.00"
"229","Luke Gazdic","N.J","L","11","0.16666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","2","0","2","0","0","0","0","0","0","0","0","0","-"
"565","Luke Glendening","DET","C","74","5.9666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","2","0","0","5","3","62.50"
"279","Luke Schenn","ARI","D","78","1.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","0","0","0","0","0","0","0","0","-"
"318","Luke Witkowski","T.B","D","34","2.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","9","3","2","1","0","0","0","0","0","0","0","0","0","-"
"638","MacKenzie Weegar","FLA","D","3","5.75","0","0","0","0","0","0.00","1","0.00","0.08","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"345","Magnus Paajarvi","STL","L","32","8.3333333333333","1","0","0","0","1","50.00","2","50.00","0.35","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"108","Marc Methot","OTT","D","68","4.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","-"
"157","Marc Staal","NYR","D","72","3.4333333333333","0","0","0","0","0","0.00","0","-","0.05","1","1","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","0","-"
"164","Marc-Edouard Vlasic","S.J","D","75","144.23333333333","1","6","3","3","7","70.00","23","4.35","1.44","55","34","11","0","0","5","7","2","1","1","0","0","8","3","0","2","1","0","0","-"
"299","Marco Scandella","MIN","D","71","19.7","0","0","0","0","0","0.00","2","0.00","0.13","10","3","2","0","0","0","5","1","0","1","0","0","0","0","1","2","0","0","0","-"
"368","Marcus Foligno","BUF","L","80","11.2","0","0","0","0","0","-","0","-","0.15","1","1","1","1","0","0","24","6","2","4","0","0","1","0","0","0","0","0","0","-"
"330","Marcus Johansson","WSH","L","82","231.85","5","14","4","10","19","55.88","17","29.41","3.13","32","28","19","15","0","2","0","0","0","0","0","1","10","3","2","9","1","5","7","41.67"
"387","Marcus Kruger","CHI","C","70","6.9333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","0.00"
"451","Marcus Sorensen","S.J","R","19","2.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"462","Marek Hrivik","NYR","L","16","1.0166666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"27","Marian Gaborik","L.A","R","56","82.333333333333","3","2","2","0","5","45.45","12","25.00","1.21","16","13","12","5","0","2","2","1","1","0","0","1","2","0","0","0","0","0","0","-"
"10","Marian Hossa","CHI","R","73","128.4","5","6","5","1","11","91.67","28","17.86","4.21","55","42","26","6","0","2","0","0","0","0","0","2","5","1","4","4","1","0","1","0.00"
"317","Mark Barberio","COL, MTL","D","60","98","1","3","1","2","4","50.00","11","9.09","1.3","28","18","4","3","0","0","2","1","1","0","0","0","2","0","1","3","1","0","0","-"
"312","Mark Borowiecki","OTT","D","70","2.4833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","34","11","7","4","0","0","0","0","0","0","0","0","0","-"
"118","Mark Giordano","CGY","D","81","209.5","3","11","5","6","14","51.85","39","7.69","2.68","84","53","30","2","1","7","6","3","3","0","0","1","3","3","2","3","3","0","0","-"
"225","Mark Letestu","EDM","C","78","177.21666666667","11","3","3","0","14","43.75","43","25.58","6.54","89","62","59","23","0","5","7","2","1","1","0","0","8","3","5","1","0","62","47","56.88"
"441","Mark Pysyk","FLA","D","82","7.8333333333333","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"534","Mark Scheifele","WPG","C","79","243.43333333333","7","8","1","7","15","55.56","40","17.50","5.53","67","50","47","15","1","2","12","6","6","0","0","3","7","6","0","10","0","94","119","44.13"
"461","Mark Stone","OTT","R","71","217.36666666667","6","8","4","4","14","46.67","25","24.00","5.72","38","38","30","19","0","5","9","3","2","1","0","2","12","4","0","4","2","4","9","30.77"
"26","Mark Streit","PHI, PIT","D","68","154.98333333333","1","12","4","8","13","65.00","24","4.17","2.02","50","34","9","3","0","2","4","2","2","0","0","0","4","3","0","2","4","0","0","-"
"91","Mark Stuart","WPG","D","42","0.2","0","0","0","0","0","-","0","-","0","1","0","0","0","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"659","Marko Dano","WPG","C","38","51.15","2","0","0","0","2","33.33","7","28.57","1.4","13","10","9","8","1","0","4","2","2","0","0","2","1","1","4","1","0","0","0","-"
"520","Markus Granlund","VAN","C","69","133.58333333333","3","4","2","2","7","50.00","14","21.43","2.2","24","20","16","10","0","2","4","2","2","0","0","1","5","0","1","5","1","0","1","0.00"
"779","Markus Hannikainen","CBJ","L","10","0.18333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"788","Markus Nutivaara","CBJ","D","66","11.3","0","0","0","0","0","-","1","0.00","0.09","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"158","Martin Hanzal","ARI, MIN","C","71","175.73333333333","5","4","3","1","9","47.37","28","17.86","6.01","43","41","40","33","0","3","2","1","1","0","0","3","9","3","5","6","0","96","62","60.76"
"403","Martin Marincin","TOR","D","25","1.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"148","Mason Raymond","ANA","L","4","0.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"768","Mathew Barzal","NYI","C","2","1.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"223","Mathieu Perreault","WPG","C","65","171.66666666667","3","12","6","6","15","53.57","34","8.82","5.24","57","49","34","12","0","3","6","3","3","0","0","0","3","4","2","3","0","23","14","62.16"
"400","Mats Zuccarello","NYR","C, R","80","218.71666666667","5","9","4","5","14","56.00","52","9.62","5.55","82","63","47","14","2","7","6","3","3","0","0","1","13","6","3","8","1","1","2","33.33"
"322","Matt Bartkowski","CGY","D","24","0.75","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"201","Matt Beleskey","BOS","L","49","72.316666666667","0","2","1","1","2","33.33","4","0.00","0.46","10","6","5","0","0","0","6","3","3","0","0","2","0","1","1","0","0","10","15","40.00"
"310","Matt Calvert","CBJ","L","65","8.95","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","0","0","0","0","1","0","0","0","-"
"99","Matt Carle","NSH","D","6","0.18333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"4","Matt Cullen","PIT","C","72","28.166666666667","2","2","1","1","4","80.00","3","66.67","1.23","6","5","5","5","0","1","6","3","3","0","0","1","1","0","0","0","0","14","10","58.33"
"340","Matt Duchene","COL","C","77","193.51666666667","3","6","3","3","9","75.00","24","12.50","4.55","41","32","26","18","0","6","2","1","1","0","0","0","7","2","1","7","1","86","42","67.19"
"572","Matt Dumba","MIN","D","76","172.95","6","6","3","3","12","57.14","44","13.64","3.74","79","58","21","4","0","2","13","5","4","1","0","0","2","2","3","6","3","0","0","-"
"65","Matt Greene","L.A","D","26","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"592","Matt Grzelcyk","BOS","D","2","3.3333333333333","0","0","0","0","0","-","1","0.00","0.06","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"38","Matt Hendricks","EDM","C, L","42","2.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","9","3","2","1","0","0","0","0","0","0","0","1","0","100.00"
"142","Matt Hunwick","TOR","D","72","4.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"398","Matt Irwin","NSH","D","74","3.95","0","0","0","0","0","-","0","-","0","1","1","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"749","Matt Lorito","DET","L","2","1.8166666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"314","Matt Martin","TOR","L","82","1.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","36","9","3","6","0","1","0","0","0","0","0","0","0","-"
"115","Matt Moulson","BUF","L","81","171.01666666667","11","7","5","2","18","66.67","41","26.83","6.87","59","54","48","27","0","6","2","1","1","0","0","0","2","0","2","3","0","0","1","0.00"
"522","Matt Nieto","COL, S.J","L","59","32.883333333333","0","0","0","0","0","0.00","2","0.00","0.1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","-"
"162","Matt Niskanen","WSH","D","78","140.4","1","8","5","3","9","50.00","18","5.56","1.39","53","28","8","0","0","0","0","0","0","0","0","0","2","6","2","3","3","0","0","-"
"548","Matt Puempel","NYR, OTT","L","40","27.2","3","0","0","0","3","100.00","4","75.00","1","10","9","8","8","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"468","Matt Read","PHI","R","63","42.016666666667","2","0","0","0","2","33.33","6","33.33","1.19","8","8","8","6","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","100.00"
"69","Matt Stajan","CGY","C","81","7.5166666666667","0","0","0","0","0","-","2","0.00","0.2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6","9","40.00"
"563","Matt Tennyson","CAR","D","45","2.0333333333333","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"621","Matthew Benning","EDM","D","62","25.933333333333","1","2","0","2","3","100.00","2","50.00","0.3","5","3","1","1","0","1","2","1","1","0","0","2","0","0","3","1","0","0","0","-"
"473","Matthew Peca","T.B","C","10","9.1833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","50.00"
"794","Matthew Tkachuk","CGY","L","76","153.8","3","10","7","3","13","65.00","26","11.54","4.49","42","39","34","25","0","6","14","7","7","0","0","1","4","1","1","2","0","0","1","0.00"
"367","Mattias Ekholm","NSH","D","82","117.73333333333","0","3","1","2","3","33.33","14","0.00","1.42","39","23","12","2","1","1","2","1","1","0","0","0","4","1","0","1","0","0","0","-"
"688","Max Domi","ARI","C, L","59","151.21666666667","1","7","4","3","8","47.06","17","5.88","2.05","40","27","20","5","0","2","11","4","3","1","0","1","8","2","2","4","0","1","0","100.00"
"482","Max McCormick","OTT","L, R","7","0.083333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"262","Max Pacioretty","MTL","L","81","219.46666666667","8","5","1","4","13","50.00","37","21.62","4.41","75","56","24","8","0","3","8","4","4","0","0","0","9","1","1","15","1","19","17","52.78"
